applicationId,totalMonthlyIncome,totalCommitments,debtServiceRatio,newDebtServiceRatio,savingsAmount,cashReserveMonths,ctosScore,creditScoreCategory,totalCreditUtilization,numberOfLatePayments,employmentTenureMonths,employmentStabilityScore,loanAmount,instalmentToIncomeRatio,approvalDecision
LA-2026-001164,13225.89,1756.32,0.14,0.194,19591.51,8.0,829,3,0.52,0,63,1.0,34532.53,0.054,0
LA-2026-001165,2994.89,2926.54,0.864,0.916,5887.87,1.9,414,0,0.39,0,12,0.2,7764.81,0.051,0
LA-2026-001166,1615.99,2859.71,1.801,2.133,11455.87,3.4,463,0,0.27,4,11,0.18,28505.71,0.332,0
LA-2026-001167,3793.49,1682.82,0.371,1.029,4896.29,1.0,685,2,0.29,2,14,0.23,34939.96,0.658,1
LA-2026-001168,1798.81,1846.64,0.893,1.968,24283.24,6.0,387,0,0.34,0,2,0.03,72216.21,1.075,0
LA-2026-001169,9443.91,3391.67,0.3,0.433,64487.14,13.2,770,3,0.57,0,90,1.0,96090.2,0.132,1
LA-2026-001170,2123.25,2720.03,1.04,1.257,25503.82,7.8,422,0,0.7,0,5,0.08,33634.9,0.217,0
LA-2026-001171,3029.77,1653.01,0.458,0.588,4898.73,2.3,612,1,0.44,0,11,0.18,15140.05,0.13,0
LA-2026-001172,5905.18,2986.35,0.394,0.944,29227.38,4.1,680,2,0.54,2,22,0.37,94958.52,0.55,0
LA-2026-001173,10768.59,3946.39,0.406,0.656,27293.13,4.3,834,3,0.17,0,103,1.0,55376.57,0.25,1
LA-2026-001174,4565.98,2674.1,0.444,0.619,8724.55,2.3,688,2,0.23,2,32,0.53,43992.8,0.175,1
LA-2026-001175,3266.28,875.65,0.234,0.457,16048.82,9.4,607,1,0.55,0,14,0.23,50479.74,0.223,0
LA-2026-001176,1389.84,1861.95,1.09,2.12,68693.35,19.0,386,0,0.32,0,7,0.12,91612.57,1.029,0
LA-2026-001177,10426.74,1800.43,0.131,0.315,51738.44,11.9,766,3,0.45,0,118,1.0,85003.19,0.185,1
LA-2026-001178,4643.58,4068.64,0.856,0.956,3270.88,0.7,561,1,0.26,2,13,0.22,10884.31,0.101,0
LA-2026-001179,11489.31,2846.76,0.19,0.706,9652.21,0.9,772,3,0.36,0,32,0.53,88605.54,0.516,1
LA-2026-001180,5499.67,3168.07,0.439,0.525,4831.21,1.3,827,3,0.66,0,97,1.0,40668.61,0.086,0
LA-2026-001181,5480.57,3276.0,0.45,0.706,7524.83,1.5,678,2,0.35,2,26,0.43,83072.91,0.256,0
LA-2026-001182,5662.27,1786.66,0.29,0.726,7578.85,1.7,710,2,0.2,0,35,0.58,91436.4,0.436,0
LA-2026-001183,5568.51,1667.97,0.259,0.526,42442.72,12.6,651,2,0.12,0,14,0.23,57798.75,0.266,1
LA-2026-001184,6146.16,1693.61,0.222,1.071,54892.53,6.7,744,2,0.54,0,45,0.75,75867.56,0.85,1
LA-2026-001185,1472.16,1744.53,0.944,2.229,6145.07,1.5,338,0,0.25,1,3,0.05,27213.48,1.284,0
LA-2026-001186,3634.21,1106.14,0.235,0.299,2964.43,2.1,653,2,0.6,0,14,0.23,6819.88,0.065,1
LA-2026-001187,3980.84,2038.31,0.392,0.606,13102.13,4.2,654,2,0.32,2,31,0.52,25020.87,0.214,0
LA-2026-001188,1897.18,4054.15,1.768,2.176,25212.83,5.1,303,0,0.18,0,1,0.02,50200.72,0.408,0
LA-2026-001189,9632.57,3045.33,0.242,0.345,33415.17,7.7,726,2,0.67,0,117,1.0,43479.15,0.103,1
LA-2026-001190,4692.97,1191.13,0.195,0.329,20666.46,10.3,690,2,0.33,1,15,0.25,52947.86,0.133,1
LA-2026-001191,10468.36,3035.83,0.227,0.254,16985.15,5.0,823,3,0.21,0,103,1.0,24163.13,0.027,1
LA-2026-001192,2384.79,2669.95,0.889,1.282,23547.79,6.1,644,1,0.68,1,7,0.12,76225.92,0.392,0
LA-2026-001193,7706.55,1386.53,0.198,0.234,7822.05,4.8,659,2,0.31,2,30,0.5,10225.7,0.036,1
LA-2026-001194,3264.15,883.11,0.269,0.393,5362.82,4.2,443,0,0.63,0,5,0.08,13230.91,0.124,0
LA-2026-001195,11126.08,3020.52,0.213,0.284,33701.97,8.4,755,3,0.62,0,108,1.0,64215.25,0.071,1
LA-2026-001196,1466.92,1539.91,0.859,3.8,36715.61,5.4,425,0,0.31,2,5,0.08,62046.45,2.941,0
LA-2026-001197,5843.88,31.99,0.005,0.228,11392.46,7.4,667,2,0.14,2,16,0.27,17472.13,0.223,0
LA-2026-001198,2081.08,901.49,0.339,0.6,22052.29,13.8,379,0,0.42,0,11,0.18,47529.64,0.26,0
LA-2026-001199,4729.61,1161.97,0.193,0.239,9519.89,6.6,656,2,0.16,2,24,0.4,14674.14,0.046,1
LA-2026-001200,1983.0,684.47,0.259,0.801,35077.1,16.6,369,0,0.24,2,12,0.2,96222.1,0.542,0
LA-2026-001201,10729.03,1771.93,0.124,0.15,8371.11,3.9,738,2,0.31,0,83,1.0,22265.79,0.026,1
LA-2026-001202,11320.59,2106.56,0.175,0.183,3173.03,1.4,822,3,0.33,0,49,0.82,5106.17,0.007,1
LA-2026-001203,4570.54,1765.65,0.343,0.569,19710.88,6.7,653,2,0.33,0,28,0.47,85147.85,0.227,1
LA-2026-001204,2795.08,835.67,0.243,0.368,10483.74,8.3,617,1,0.23,0,17,0.28,21633.83,0.125,0
LA-2026-001205,2267.21,987.21,0.361,0.508,2371.02,1.7,309,0,0.33,3,11,0.18,12750.75,0.147,0
LA-2026-001206,2459.81,712.19,0.245,3.156,17650.84,1.9,610,1,0.52,2,7,0.12,98216.37,2.91,0
LA-2026-001207,5361.88,2231.73,0.315,0.494,19270.9,5.5,666,2,0.15,1,19,0.32,82472.79,0.179,1
LA-2026-001208,6172.98,2390.15,0.324,0.429,25037.6,7.9,673,2,0.21,0,22,0.37,49468.54,0.105,1
LA-2026-001209,3517.85,226.67,0.049,0.289,18989.7,14.2,600,1,0.68,0,13,0.22,58880.79,0.24,0
LA-2026-001210,3236.64,3223.87,0.748,0.773,3881.02,1.2,633,1,0.46,2,10,0.17,5744.06,0.025,0
LA-2026-001211,5809.21,736.12,0.099,0.149,3619.12,3.3,663,2,0.1,1,15,0.25,11827.61,0.05,1
LA-2026-001212,5391.48,3117.38,0.434,0.62,3143.3,0.7,661,2,0.57,0,16,0.27,44465.66,0.186,0
LA-2026-001213,3651.09,2240.91,0.581,0.924,21371.69,6.0,576,1,0.5,5,13,0.22,54146.6,0.342,0
LA-2026-001214,7985.93,94.81,0.013,0.437,1419.31,0.4,658,2,0.24,0,21,0.35,35947.79,0.425,1
LA-2026-001215,7041.98,3927.17,0.559,0.7,17886.31,3.6,813,3,0.33,0,60,1.0,70367.07,0.141,1
LA-2026-001216,1846.08,1295.05,0.564,1.195,9594.79,3.5,351,0,0.6,5,1,0.02,91455.18,0.631,0
LA-2026-001217,2343.77,1281.19,0.42,0.658,10672.53,5.3,635,1,0.27,1,9,0.15,39064.51,0.238,0
LA-2026-001218,3152.4,2038.64,0.722,0.838,11822.15,5.0,547,0,0.33,3,1,0.02,17801.3,0.115,0
LA-2026-001219,1764.19,1104.11,0.521,1.099,23541.49,10.1,405,0,0.63,4,6,0.1,53503.57,0.578,0
LA-2026-001220,10197.28,4936.39,0.508,0.59,2096.3,0.4,802,3,0.37,0,82,1.0,32449.44,0.082,1
LA-2026-001221,4248.95,33.99,0.008,0.253,21332.62,20.9,702,2,0.24,0,31,0.52,67622.45,0.244,1
LA-2026-001222,8245.32,3610.36,0.355,0.488,6399.8,1.3,847,3,0.1,0,86,1.0,99302.98,0.133,1
LA-2026-001223,10342.46,3464.74,0.28,0.302,3862.18,1.0,750,3,0.51,0,75,1.0,17535.45,0.022,1
LA-2026-001224,5771.73,2158.07,0.359,0.512,1554.78,0.5,687,2,0.5,2,35,0.58,39374.28,0.152,1
LA-2026-001225,3583.19,1800.07,0.416,0.541,1780.06,0.8,702,2,0.68,0,34,0.57,6240.66,0.125,1
LA-2026-001226,4292.69,2533.87,0.533,1.11,43090.15,8.2,552,1,0.16,3,6,0.1,90057.39,0.578,0
LA-2026-001227,12035.46,3236.32,0.216,0.325,60124.33,12.4,739,2,0.44,0,28,0.47,95612.94,0.109,1
LA-2026-001228,3011.81,425.87,0.134,0.187,5379.44,9.1,571,1,0.68,1,15,0.25,9123.45,0.053,0
LA-2026-001229,2147.67,1174.58,0.431,1.535,15778.3,3.8,307,0,0.68,4,9,0.15,97495.77,1.104,0
LA-2026-001230,7533.71,424.77,0.056,0.075,1185.9,2.1,807,3,0.25,0,120,1.0,5917.12,0.019,1
LA-2026-001231,3140.32,3226.94,0.867,1.977,40129.25,5.5,585,1,0.58,1,12,0.2,94517.62,1.11,0
LA-2026-001232,3151.03,3725.34,0.932,1.291,72781.98,14.1,552,1,0.14,0,11,0.18,93543.91,0.36,0
LA-2026-001233,5775.02,2887.3,0.414,0.519,8314.81,2.3,674,2,0.17,0,26,0.43,30660.2,0.105,0
LA-2026-001234,2466.33,2175.55,0.67,1.153,14036.14,3.7,578,1,0.21,1,13,0.22,34896.85,0.484,0
LA-2026-001235,2683.75,1772.33,0.52,0.84,24247.97,8.5,348,0,0.65,4,1,0.02,35331.15,0.32,1
LA-2026-001236,2328.87,1118.72,0.367,0.844,41844.44,16.3,582,1,0.64,2,18,0.3,93986.63,0.477,1
LA-2026-001237,7306.28,479.81,0.05,0.168,19777.03,12.3,737,2,0.15,0,118,1.0,71113.86,0.118,1
LA-2026-001238,2420.32,1179.26,0.375,0.731,33155.6,14.4,447,0,0.39,4,12,0.2,73265.57,0.357,0
LA-2026-001239,1926.1,2305.85,0.969,1.902,63172.33,14.0,512,0,0.18,0,6,0.1,95626.09,0.933,0
LA-2026-001240,4570.21,2504.48,0.534,0.661,20860.93,6.7,625,1,0.36,0,8,0.13,37386.67,0.126,0
LA-2026-001241,8012.88,261.65,0.036,0.272,23391.57,11.9,782,3,0.49,0,61,1.0,71361.86,0.236,1
LA-2026-001242,2630.45,370.95,0.112,0.595,33275.05,16.9,546,0,0.45,0,5,0.08,70921.72,0.483,0
LA-2026-001243,2490.17,1088.7,0.349,0.731,2870.76,1.3,547,0,0.7,5,12,0.2,58947.27,0.382,0
LA-2026-001244,5893.77,4141.32,0.531,0.856,31118.94,4.7,706,2,0.44,0,28,0.47,57947.38,0.325,1
LA-2026-001245,9580.32,207.7,0.018,0.259,13816.01,4.6,825,3,0.63,0,75,1.0,63013.97,0.241,1
LA-2026-001246,2470.5,273.99,0.091,0.364,4587.72,4.2,420,0,0.37,2,4,0.07,40457.67,0.273,0
LA-2026-001247,3536.24,448.2,0.107,0.39,3306.72,2.0,574,1,0.64,5,12,0.2,40497.4,0.284,0
LA-2026-001248,4313.69,1995.72,0.383,1.212,6529.04,1.0,701,2,0.36,0,27,0.45,50446.72,0.829,1
LA-2026-001249,4147.75,1554.18,0.285,0.825,3733.58,0.8,712,2,0.16,0,16,0.27,97936.91,0.54,0
LA-2026-001250,1187.97,3919.13,2.521,3.234,16956.0,3.4,343,0,0.69,4,3,0.05,78633.1,0.714,0
LA-2026-001251,7555.34,934.98,0.11,0.123,1434.73,1.4,842,3,0.21,0,67,1.0,5606.61,0.013,1
LA-2026-001252,8546.25,3011.53,0.318,0.373,3428.48,1.0,812,3,0.64,0,105,1.0,22473.71,0.055,1
LA-2026-001253,5281.69,1672.47,0.241,0.417,14483.18,5.0,655,2,0.68,0,27,0.45,40194.44,0.177,0
LA-2026-001254,11926.53,1026.7,0.081,0.232,14434.14,4.9,763,3,0.48,0,48,0.8,42375.5,0.151,1
LA-2026-001255,4207.97,986.24,0.198,0.355,22920.18,13.0,697,2,0.58,0,25,0.42,31473.05,0.156,1
LA-2026-001256,1794.62,2057.27,0.896,1.009,3428.78,1.5,328,0,0.65,4,12,0.2,8531.62,0.113,0
LA-2026-001257,2053.94,1477.33,0.54,1.536,4997.14,1.2,388,0,0.56,1,8,0.13,60965.2,0.996,0
LA-2026-001258,1433.31,2394.53,1.261,2.893,22784.45,4.1,508,0,0.55,2,4,0.07,35651.47,1.632,0
LA-2026-001259,12227.2,1285.38,0.086,0.146,11329.17,5.2,849,3,0.35,0,118,1.0,28516.88,0.06,1
LA-2026-001260,4172.24,1644.57,0.388,0.7,48532.33,16.4,588,1,0.37,0,15,0.25,96176.94,0.312,0
LA-2026-001261,6457.62,1218.22,0.16,0.377,65450.43,22.9,656,2,0.54,1,13,0.22,98703.24,0.216,0
LA-2026-001262,12310.25,959.12,0.066,0.357,15763.31,3.0,817,3,0.47,0,119,1.0,96425.83,0.291,1
LA-2026-001263,2061.69,657.26,0.27,0.657,23454.65,14.7,357,0,0.3,1,9,0.15,31229.58,0.386,0
LA-2026-001264,4312.57,202.91,0.043,0.333,34896.72,22.3,554,1,0.26,2,15,0.25,86561.36,0.29,0
LA-2026-001265,3758.06,361.76,0.074,0.38,35350.29,19.1,562,1,0.17,5,15,0.25,61494.52,0.306,0
LA-2026-001266,3552.12,1331.62,0.281,0.431,22799.55,11.2,718,2,0.6,0,28,0.47,45824.73,0.149,1
LA-2026-001267,2955.14,704.37,0.181,0.675,8192.23,3.1,609,1,0.24,0,7,0.12,61848.4,0.494,0
LA-2026-001268,10723.25,2628.93,0.23,0.343,18832.17,4.8,793,3,0.47,0,68,1.0,42646.03,0.113,1
LA-2026-001269,9999.65,288.97,0.023,0.263,76220.66,22.7,772,3,0.61,0,27,0.45,97772.5,0.24,1
LA-2026-001270,6480.95,770.7,0.1,0.64,13583.47,2.7,681,2,0.11,0,17,0.28,95618.97,0.54,0
LA-2026-001271,11124.94,301.9,0.03,0.05,3747.47,7.3,789,3,0.45,0,46,0.77,10470.16,0.021,1
LA-2026-001272,7392.3,1286.96,0.184,0.28,7110.97,3.6,704,2,0.49,0,26,0.43,34250.17,0.096,1
LA-2026-001273,5435.15,2335.27,0.361,0.442,4555.38,1.6,695,2,0.35,0,30,0.5,17124.56,0.082,1
LA-2026-001274,3475.87,1720.27,0.461,0.531,9197.59,4.6,601,1,0.58,1,12,0.2,14178.94,0.07,0
LA-2026-001275,9036.01,645.85,0.07,0.08,2852.6,3.9,842,3,0.44,0,33,0.55,5079.61,0.01,1
LA-2026-001276,4923.09,3571.28,0.548,0.666,25314.82,5.8,690,2,0.48,0,26,0.43,46644.2,0.118,1
LA-2026-001277,1739.39,1970.25,0.928,1.474,10751.64,3.4,396,0,0.61,1,6,0.1,81187.52,0.546,0
LA-2026-001278,3716.96,2383.56,0.509,1.061,21889.45,4.4,677,2,0.7,1,35,0.58,29805.99,0.552,1
LA-2026-001279,3301.56,3015.93,1.014,1.864,58797.82,10.6,628,1,0.37,1,6,0.1,85725.47,0.85,0
LA-2026-001280,3054.36,2604.95,0.783,1.217,18689.79,4.6,579,1,0.2,2,15,0.25,32357.0,0.434,0
LA-2026-001281,5664.21,1795.03,0.32,0.507,22616.85,8.0,680,2,0.69,0,15,0.25,55102.03,0.187,1
LA-2026-001282,5722.9,671.54,0.092,1.138,35554.34,4.3,697,2,0.42,0,29,0.48,88905.56,1.045,1
LA-2026-001283,7102.91,3181.73,0.398,0.417,5904.63,1.8,734,2,0.24,0,78,1.0,7449.24,0.019,1
LA-2026-001284,3852.44,720.07,0.185,0.535,33988.63,16.4,637,1,0.35,0,17,0.28,98719.52,0.349,0
LA-2026-001285,2928.63,575.65,0.156,2.057,16608.05,2.2,644,1,0.45,2,17,0.28,81118.25,1.901,0
LA-2026-001286,2174.5,2835.9,1.361,3.045,11498.84,1.8,347,0,0.34,5,1,0.02,40838.91,1.684,0
LA-2026-001287,5590.68,967.16,0.156,0.271,1262.77,0.8,664,2,0.37,0,33,0.55,45187.34,0.115,1
LA-2026-001288,2608.28,2263.9,0.713,1.061,6133.69,1.8,636,1,0.66,1,13,0.22,12679.07,0.348,0
LA-2026-001289,2534.41,677.42,0.205,1.12,19268.11,5.2,644,1,0.19,0,12,0.2,34956.44,0.915,1
LA-2026-001290,7479.74,85.1,0.012,0.152,43055.78,39.8,774,3,0.24,0,77,1.0,70118.31,0.14,1
LA-2026-001291,10766.41,3770.34,0.348,0.527,48433.71,8.5,824,3,0.65,0,94,1.0,97838.06,0.179,1
LA-2026-001292,2937.78,4.55,0.001,2.043,22152.96,3.1,542,0,0.48,0,7,0.12,83225.88,2.042,0
LA-2026-001293,7829.86,2088.56,0.212,0.83,23604.19,2.9,769,3,0.67,0,62,1.0,70109.46,0.619,1
LA-2026-001294,2720.35,2668.27,0.74,1.019,10415.95,2.8,578,1,0.59,1,13,0.22,49545.39,0.279,0
LA-2026-001295,3306.58,70.35,0.017,0.204,30113.94,36.2,637,1,0.43,2,6,0.1,39402.08,0.187,1
LA-2026-001296,2648.66,1714.71,0.506,0.895,47524.85,15.7,559,1,0.48,0,14,0.23,75052.85,0.388,0
LA-2026-001297,3098.63,1464.26,0.411,1.003,6271.53,1.8,638,1,0.28,0,8,0.13,24728.82,0.592,0
LA-2026-001298,2101.37,4441.07,2.202,2.994,22707.22,3.8,515,0,0.47,0,5,0.08,52541.88,0.792,1
LA-2026-001299,5745.79,2603.02,0.446,1.101,65149.3,10.1,705,2,0.35,0,14,0.23,88501.95,0.656,1
LA-2026-001300,4322.58,1229.17,0.238,0.309,13410.32,8.4,708,2,0.3,0,35,0.58,21375.54,0.071,1
LA-2026-001301,5296.46,423.34,0.085,0.177,3820.95,4.3,614,1,0.24,0,6,0.1,25198.23,0.092,0
LA-2026-001302,7986.38,301.07,0.028,0.071,14803.19,19.7,728,2,0.26,0,105,1.0,28759.01,0.043,1
LA-2026-001303,6314.25,2243.66,0.301,0.452,11549.7,3.4,707,2,0.69,0,20,0.33,36171.85,0.151,0
LA-2026-001304,3959.56,2855.66,0.621,1.362,4392.45,0.7,669,2,0.42,0,16,0.27,77192.79,0.741,1
LA-2026-001305,2559.51,3039.39,1.055,1.61,16628.5,3.6,639,1,0.1,0,12,0.2,85747.88,0.555,0
LA-2026-001306,3226.12,2685.72,0.763,1.889,22324.69,3.4,605,1,0.25,0,11,0.18,87688.55,1.126,0
LA-2026-001307,2409.78,667.82,0.231,0.783,34510.6,15.3,632,1,0.67,0,6,0.1,51268.35,0.552,0
LA-2026-001308,15190.43,575.36,0.038,0.197,14591.57,4.9,805,3,0.12,0,101,1.0,79678.81,0.158,1
LA-2026-001309,7307.24,855.84,0.095,0.132,10937.93,9.2,837,3,0.67,0,80,1.0,13940.55,0.037,1
LA-2026-001310,6648.64,875.87,0.121,0.263,8025.27,4.2,680,2,0.27,0,16,0.27,33538.4,0.142,1
LA-2026-001311,10087.59,2524.57,0.205,0.412,13349.66,2.6,757,3,0.46,0,42,0.7,29599.43,0.207,1
LA-2026-001312,7133.88,1166.27,0.173,0.192,1051.82,0.8,655,2,0.17,0,27,0.45,7670.9,0.019,1
LA-2026-001313,3069.46,607.09,0.188,0.4,15659.37,12.1,598,1,0.48,1,6,0.1,35009.12,0.212,0
LA-2026-001314,3313.38,441.6,0.1,0.41,15767.73,8.7,655,2,0.13,0,33,0.55,78508.48,0.31,1
LA-2026-001315,2294.7,1159.31,0.398,0.676,3600.6,1.8,567,1,0.48,0,7,0.12,41160.08,0.278,0
LA-2026-001316,6562.26,1429.4,0.183,0.225,4618.01,2.6,674,2,0.37,0,22,0.37,7278.34,0.041,1
LA-2026-001317,2791.96,421.31,0.127,0.45,14620.1,9.8,337,0,0.69,1,6,0.1,53595.31,0.323,0
LA-2026-001318,3127.93,2497.26,0.663,0.954,9976.94,2.8,610,1,0.59,2,7,0.12,53531.84,0.291,0
LA-2026-001319,7682.86,605.97,0.069,0.694,44786.68,7.4,720,2,0.33,0,96,1.0,63916.89,0.625,1
LA-2026-001320,6056.82,2938.38,0.386,0.656,45904.34,9.2,717,2,0.12,0,21,0.35,90683.94,0.27,1
LA-2026-001321,8897.28,4506.2,0.406,0.426,7101.44,1.5,742,2,0.11,0,63,1.0,14534.0,0.02,1
LA-2026-001322,2752.75,2815.17,1.066,1.486,40000.47,10.2,567,1,0.19,4,7,0.12,59352.54,0.42,0
LA-2026-001323,2191.38,2156.89,0.772,1.247,13441.91,3.9,559,1,0.35,4,10,0.17,30143.86,0.475,0
LA-2026-001324,2936.76,2045.65,0.592,1.169,10497.52,2.6,612,1,0.54,0,9,0.15,45291.2,0.578,0
LA-2026-001325,2927.1,3085.3,0.908,2.019,43360.32,6.3,506,0,0.55,3,8,0.13,86308.08,1.111,0
LA-2026-001326,1293.0,3557.53,2.122,3.85,1444.79,0.2,477,0,0.62,1,4,0.07,92835.01,1.728,0
LA-2026-001327,3738.31,2706.46,0.609,1.02,39401.51,8.7,569,1,0.4,1,15,0.25,98602.1,0.411,0
LA-2026-001328,1312.3,1470.49,0.979,3.117,20901.9,4.5,429,0,0.67,4,11,0.18,72349.07,2.138,1
LA-2026-001329,10733.9,2874.61,0.304,0.663,11900.91,1.9,773,3,0.21,0,46,0.77,40005.85,0.359,1
LA-2026-001330,11314.73,760.66,0.054,0.067,6320.6,6.7,749,2,0.46,0,83,1.0,11685.16,0.013,1
LA-2026-001331,3032.57,1829.51,0.582,2.827,47146.8,5.3,342,0,0.48,0,4,0.07,82923.27,2.245,0
LA-2026-001332,5603.97,866.95,0.158,0.284,8260.82,5.3,656,2,0.44,0,12,0.2,45528.6,0.126,1
LA-2026-001333,3441.44,2198.44,0.523,0.708,4906.55,1.6,562,1,0.1,0,15,0.25,39109.94,0.185,0
LA-2026-001334,4863.03,2628.54,0.429,0.8,34174.63,7.0,688,2,0.26,0,25,0.42,52244.38,0.371,0
LA-2026-001335,5483.15,2358.97,0.488,0.691,38163.75,11.4,670,2,0.29,0,23,0.38,53633.85,0.202,0
LA-2026-001336,2443.82,2811.99,0.946,1.313,16064.03,4.1,590,1,0.24,1,16,0.27,63892.07,0.368,0
LA-2026-001337,2258.63,2714.49,0.914,1.12,9177.32,2.8,416,0,0.41,1,4,0.07,39459.07,0.206,0
LA-2026-001338,5749.99,891.1,0.129,1.019,44554.65,6.3,701,2,0.62,0,22,0.37,70724.48,0.89,1
LA-2026-001339,9454.25,1907.56,0.154,0.612,24117.5,3.2,811,3,0.28,0,41,0.68,65788.67,0.457,1
LA-2026-001340,4092.01,2015.93,0.405,0.604,24732.75,8.2,589,1,0.12,0,13,0.22,31985.63,0.2,0
LA-2026-001341,10360.94,865.97,0.076,0.187,30298.04,14.3,742,2,0.3,0,97,1.0,79722.7,0.111,1
LA-2026-001342,7850.21,2839.2,0.361,0.627,4796.15,1.0,719,2,0.54,0,22,0.37,67465.65,0.266,1
LA-2026-001343,9649.96,1509.64,0.174,0.284,38480.96,15.6,805,3,0.19,0,91,1.0,70956.72,0.11,1
LA-2026-001344,7229.82,2571.0,0.267,0.424,34542.85,8.5,781,3,0.52,0,84,1.0,67024.79,0.157,1
LA-2026-001345,4847.24,3401.42,0.79,1.098,4903.47,1.0,556,1,0.18,5,15,0.25,30550.34,0.308,0
LA-2026-001346,3783.31,391.42,0.096,0.633,31939.75,12.3,613,1,0.15,1,16,0.27,70125.06,0.537,0
LA-2026-001347,4627.11,1790.67,0.366,1.298,20257.99,3.2,642,1,0.4,0,8,0.13,52973.73,0.933,0
LA-2026-001348,3945.46,1588.64,0.38,0.696,46926.97,16.1,590,1,0.24,1,7,0.12,80737.47,0.317,0
LA-2026-001349,6269.13,2515.07,0.337,1.069,25687.23,3.2,687,2,0.62,0,13,0.22,63268.16,0.731,1
LA-2026-001350,1711.91,1991.14,0.899,1.214,28563.61,10.6,374,0,0.24,4,1,0.02,48275.07,0.316,0
LA-2026-001351,4323.65,819.45,0.178,0.436,21129.49,10.5,559,1,0.1,4,13,0.22,49437.31,0.258,0
LA-2026-001352,1978.47,666.03,0.327,1.331,62501.74,23.0,436,0,0.1,0,12,0.2,85945.28,1.004,1
LA-2026-001353,2308.13,4070.05,1.337,1.664,9332.7,1.8,540,0,0.39,2,4,0.07,42762.0,0.327,0
LA-2026-001354,4909.05,2005.0,0.417,2.201,44784.21,4.2,656,2,0.2,1,33,0.55,99045.69,1.784,1
LA-2026-001355,2023.8,3432.72,1.326,1.756,17040.37,3.7,412,0,0.52,1,1,0.02,24765.93,0.43,0
LA-2026-001356,4811.62,1793.65,0.358,0.907,2933.72,0.6,651,2,0.49,1,34,0.57,31516.62,0.549,1
LA-2026-001357,1303.65,2149.1,1.304,3.361,7228.11,1.3,475,0,0.65,0,2,0.03,39163.6,2.057,0
LA-2026-001358,2817.94,2420.49,0.71,0.823,4050.5,1.4,566,1,0.69,1,15,0.25,20736.29,0.113,0
LA-2026-001359,4335.81,2804.37,0.499,0.727,45742.86,11.2,710,2,0.59,0,27,0.45,88873.25,0.227,1
LA-2026-001360,1687.46,2648.1,1.27,1.552,2668.75,0.8,461,0,0.57,1,3,0.05,41982.1,0.282,0
LA-2026-001361,4759.35,2205.6,0.515,0.892,1216.9,0.3,569,1,0.31,3,14,0.23,69287.57,0.377,0
LA-2026-001362,1847.47,2373.25,1.169,1.295,1071.07,0.4,396,0,0.41,0,4,0.07,5762.25,0.127,0
LA-2026-001363,4137.2,1396.48,0.281,0.531,25616.26,9.7,641,1,0.5,2,11,0.18,42040.95,0.249,0
LA-2026-001364,3095.31,4117.17,1.087,1.132,4545.06,1.1,630,1,0.55,2,16,0.27,7043.97,0.045,0
LA-2026-001365,4786.83,1579.52,0.363,0.552,6561.45,2.7,577,1,0.55,3,8,0.13,53886.92,0.189,0
LA-2026-001366,2474.15,1875.87,0.593,0.777,5596.58,2.3,389,0,0.63,0,6,0.1,19479.09,0.184,0
LA-2026-001367,10642.76,2705.19,0.209,0.227,2151.98,0.7,790,3,0.45,0,65,1.0,17967.68,0.019,1
LA-2026-001368,4042.16,0.22,0.0,0.305,47439.85,31.5,595,1,0.48,3,10,0.17,94206.11,0.305,0
LA-2026-001369,6181.79,2619.89,0.353,0.558,19984.32,4.8,700,2,0.15,0,31,0.52,97159.77,0.206,1
LA-2026-001370,1565.66,743.37,0.371,0.919,50402.84,27.4,457,0,0.54,2,9,0.15,77749.95,0.548,0
LA-2026-001371,2429.96,2057.9,0.654,0.702,3306.92,1.5,614,1,0.34,0,18,0.3,9341.46,0.048,0
LA-2026-001372,2005.16,2303.96,0.912,1.307,1640.63,0.5,404,0,0.51,4,2,0.03,22856.14,0.395,0
LA-2026-001373,9856.78,1663.19,0.136,0.724,26878.47,3.0,781,3,0.18,0,112,1.0,84486.45,0.588,1
LA-2026-001374,3953.63,3982.41,0.807,1.107,51744.53,9.5,679,2,0.56,0,15,0.25,87234.39,0.3,0
LA-2026-001375,8882.56,1129.39,0.107,0.225,9459.0,4.0,773,3,0.38,0,96,1.0,28592.51,0.118,1
LA-2026-001376,4148.02,3364.73,0.64,0.768,11745.56,2.9,660,2,0.42,0,29,0.48,35836.05,0.128,0
LA-2026-001377,2902.92,1527.13,0.466,0.997,44612.19,13.7,642,1,0.21,2,16,0.27,76534.42,0.531,0
LA-2026-001378,4187.3,1805.06,0.362,0.547,22397.6,8.2,575,1,0.53,4,8,0.13,55545.26,0.184,0
LA-2026-001379,10248.82,2058.59,0.163,0.247,34337.09,11.0,797,3,0.37,0,65,1.0,44998.97,0.084,1
LA-2026-001380,2471.74,4022.01,1.38,1.959,75952.32,13.3,480,0,0.45,0,4,0.07,99219.14,0.58,0
LA-2026-001381,2533.87,1961.05,0.683,1.41,8970.0,2.2,428,0,0.47,2,6,0.1,47355.0,0.727,1
LA-2026-001382,2137.01,3129.64,1.178,1.38,2430.57,0.7,358,0,0.27,3,11,0.18,22832.7,0.203,0
LA-2026-001383,4737.22,2852.21,0.596,1.148,4127.07,0.8,633,1,0.14,0,13,0.22,89490.58,0.552,0
